source,query,title,authors,year,doi,venue,url,relevance_score,notes
crossref,robot lifelong learning manipulation,motivational mismatches for lifelong learning,,2003,10.4324/9780203464717-7,Making Sense of Lifelong Learning,https://doi.org/10.4324/9780203464717-7,3,
crossref,robot adaptability physical drift,multi-optimization criteria-based robot behavioral adaptability and motion planning,Pin,2003,10.2172/835388,,https://doi.org/10.2172/835388,3,
crossref,policy drift robotics,reduction and nonlinear controllability of symmetric distributed robotic systems with drift,McMickell; Goodwine,2003,10.1109/robot.2002.1014245,Proceedings 2002 IEEE International Conference on Robotics and Automation (Cat. No.02CH37292),https://doi.org/10.1109/robot.2002.1014245,3,
crossref,robot adaptability physical drift,theory of light-induced drift. iii. models of surface and bulk light-induced drift in one dimension,Goodman,2003,10.1103/physreva.67.013410,Physical Review A,https://doi.org/10.1103/physreva.67.013410,3,
crossref,robot adaptability physical drift,theory of light-induced drift. iv. models of bulk light-induced drift in three dimensions,Goodman,2003,10.1103/physreva.67.013411,Physical Review A,https://doi.org/10.1103/physreva.67.013411,3,
crossref,robot adaptability physical drift,theory of light-induced drift. v. roles of accommodation of normal and tangential momenta in surface light-induced drift,Goodman,2003,10.1103/physreva.68.013403,Physical Review A,https://doi.org/10.1103/physreva.68.013403,3,
crossref,world model robot adaptation,coaching advice and adaptation,Riley; Veloso,2004,10.1007/978-3-540-25940-4_17,Lecture Notes in Computer Science,https://doi.org/10.1007/978-3-540-25940-4_17,3,
crossref,world model robot adaptation,plays as team plans for coordination and adaptation,Bowling; Browning; Chang; Veloso,2004,10.1007/978-3-540-25940-4_67,Lecture Notes in Computer Science,https://doi.org/10.1007/978-3-540-25940-4_67,3,
crossref,robot fault recovery manipulation,safety improvement by fault diagnosis and fault recovery for the perceptual system of mobile robots,Bank,2004,10.1007/978-3-540-31509-4_21,Springer Tracts in Advanced Robotics,https://doi.org/10.1007/978-3-540-31509-4_21,3,
crossref,robot fault recovery manipulation,"1p1-n-048 teleoperated buggy vehicle and weight balanced arm system for mechanization of mine detection tasks : fault-tolerant and fail-safe distributed control(mobile manipulation robot 2,mega-integration in robotics and mechatronics to assist our daily lives)",RADRICH; DEBENEST; FUKUSHIMA; HIROSE,2005,10.1299/jsmermd.2005.57_1,The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec),https://doi.org/10.1299/jsmermd.2005.57_1,3,
crossref,world model robot adaptation,a model-based approach to robot joint control,Stronger; Stone,2005,10.1007/978-3-540-32256-6_24,Lecture Notes in Computer Science,https://doi.org/10.1007/978-3-540-32256-6_24,3,
crossref,policy drift robotics,"motion planning in the presence of drift, underactuation and discrete system changes",M. Ladd; E. Kavraki,2005,10.15607/rss.2005.i.031,Robotics: Science and Systems I,https://doi.org/10.15607/rss.2005.i.031,3,
crossref,robot adaptability physical drift,robot swarms in an uncertain world: controllable adaptability,Bogatyreva; Shillerov,2005,10.5772/5788,International Journal of Advanced Robotic Systems,https://doi.org/10.5772/5788,3,
crossref,robot adaptability physical drift,robots add features to improve adaptability to new applications,Bloss,2005,10.1108/01439910510582237,Industrial Robot: An International Journal,https://doi.org/10.1108/01439910510582237,3,
crossref,robot maintenance learning,self maintenance robot system using physical information learning for mobile robot with visual sensors,Sekiguchi; Tanaka; Kaneko,2005,10.1117/12.648774,SPIE Proceedings,https://doi.org/10.1117/12.648774,3,
crossref,robot lifelong learning manipulation,social connections and lifelong learning,,2005,10.46692/9781847421265.002,Social Capital and Lifelong Learning,https://doi.org/10.46692/9781847421265.002,3,
crossref,world model robot adaptation,timing-based model of body schema adaptation and its role in perception and tool use: a robot case study,Nabeshima; Lungarella; Kuniyoshi,2005,10.1109/devlrn.2005.1490935,"Proceedings. The 4nd International Conference on Development and Learning, 2005.",https://doi.org/10.1109/devlrn.2005.1490935,3,
crossref,robot skill decay,augmented reality for skill transfer in assembly task,Pathomaree; Charoenseang,2006,10.1109/roman.2005.1513829,"ROMAN 2005. IEEE International Workshop on Robot and Human Interactive Communication, 2005.",https://doi.org/10.1109/roman.2005.1513829,3,
crossref,robot calibration drift,calibration software for the atlas monitored drift tube chambers,Petrucci,2006,10.1109/nssmic.2005.1596227,"IEEE Nuclear Science Symposium Conference Record, 2005",https://doi.org/10.1109/nssmic.2005.1596227,3,
crossref,robot skill decay,development of intelligent robot system realizing human skill - realization of ball lifting task using a mobile robot with monocular vision system,Mori; Takagi; Miyazaki,2006,10.1109/robot.2006.1641885,"Proceedings 2006 IEEE International Conference on Robotics and Automation, 2006. ICRA 2006.",https://doi.org/10.1109/robot.2006.1641885,3,
crossref,embodied agent adaptation,functional 3d object classification using simulation of embodied agent,Bar-Aviv; Rivlin,2006,10.5244/c.20.32,Procedings of the British Machine Vision Conference 2006,https://doi.org/10.5244/c.20.32,3,
crossref,robot policy drift,on drift neutralization of stratified systems,Harmati; Kiss; Szádeczky-Kardoss,2006,10.1007/11397540_5,Lecture Notes in Control and Information Science,https://doi.org/10.1007/11397540_5,3,
crossref,robot adaptation drift,operator engagement detection and robot behavior adaptation in human-robot interaction,Rani; Sarkar,2006,10.1109/robot.2005.1570415,Proceedings of the 2005 IEEE International Conference on Robotics and Automation,https://doi.org/10.1109/robot.2005.1570415,3,
crossref,robot continual learning manipulation,reinforcement learning for manipulation using constraint between object and robot,Kobayashi; Fujii; Hosoe,2006,10.1109/icsmc.2005.1571256,"2005 IEEE International Conference on Systems, Man and Cybernetics",https://doi.org/10.1109/icsmc.2005.1571256,3,
crossref,robot policy drift,a policy of drift,,2007,10.1038/4501127b,Nature,https://doi.org/10.1038/4501127b,3,
crossref,robot lifelong learning manipulation,building a learning region: whose framework of lifelong learning matters?,Walters,2007,10.1007/978-1-4020-6193-6_16,Lifelong Learning Book Series,https://doi.org/10.1007/978-1-4020-6193-6_16,3,
crossref,robot lifelong learning manipulation,changing ideas and beliefs in lifelong learning?,Thompson,2007,10.1007/978-1-4020-6193-6_17,Lifelong Learning Book Series,https://doi.org/10.1007/978-1-4020-6193-6_17,3,
crossref,robot policy drift,continental drift: energy policy and canadian-american relations,Nemeth,2007,10.59962/9780774850117-007,Diplomatic Departures,https://doi.org/10.59962/9780774850117-007,3,
crossref,robot policy drift,continental drift: on unemployment policy change in bismarckian welfare states,Clegg,2007,10.1111/j.1467-9515.2007.00574.x,Social Policy &amp; Administration,https://doi.org/10.1111/j.1467-9515.2007.00574.x,3,
crossref,robot lifelong learning manipulation,ethical issues in lifelong learning and education,Bagnall,2007,10.1007/1-4020-5322-3_2,Lifelong Learning Book Series,https://doi.org/10.1007/1-4020-5322-3_2,3,
crossref,robot lifelong learning manipulation,from adult education to lifelong learning and back again,Edwards,2007,10.1007/978-1-4020-6193-6_4,Lifelong Learning Book Series,https://doi.org/10.1007/978-1-4020-6193-6_4,3,
crossref,robot lifelong learning manipulation,good practice in lifelong learning,Bagnall,2007,10.1007/978-1-4020-6193-6_14,Lifelong Learning Book Series,https://doi.org/10.1007/978-1-4020-6193-6_14,3,
crossref,robot adaptation drift,improving human-robot interaction through adaptation to the auditory scene,Martinson; Brock,2007,10.1145/1228716.1228732,Proceedings of the ACM/IEEE international conference on Human-robot interaction,https://doi.org/10.1145/1228716.1228732,3,
crossref,robot adaptability physical drift,in-pipe inspection robot with active pipe-diameter adaptability and automatic tractive force adjusting,Zhang; Yan,2007,10.1016/j.mechmachtheory.2006.12.004,Mechanism and Machine Theory,https://doi.org/10.1016/j.mechmachtheory.2006.12.004,3,
crossref,robot lifelong learning manipulation,lifelong learning and democratic citizenship education in south africa,Waghid,2007,10.1007/978-1-4020-6193-6_10,Lifelong Learning Book Series,https://doi.org/10.1007/978-1-4020-6193-6_10,3,
crossref,robot lifelong learning manipulation,lifelong learning and knowledge: towards a general theory of professional inquiry,Evers,2007,10.1007/978-1-4020-6193-6_11,Lifelong Learning Book Series,https://doi.org/10.1007/978-1-4020-6193-6_11,3,
crossref,robot lifelong learning manipulation,lifelong learning and the politics of the learning society,Wain,2007,10.1007/978-1-4020-6193-6_2,Lifelong Learning Book Series,https://doi.org/10.1007/978-1-4020-6193-6_2,3,
crossref,robot lifelong learning manipulation,"lifelong learning and vocational education and training: values, social capital, and caring in work-based learning provision",Hyland,2007,10.1007/978-1-4020-6193-6_3,Lifelong Learning Book Series,https://doi.org/10.1007/978-1-4020-6193-6_3,3,
crossref,robot lifelong learning manipulation,lifelong learning as a semiotic process,Usher; Edwards,2007,10.1007/1-4020-5579-x_3,Lifelong Learning Book Series,https://doi.org/10.1007/1-4020-5579-x_3,3,
crossref,robot lifelong learning manipulation,"lifelong learning as technique, and…",Usher; Edwards,2007,10.1007/1-4020-5579-x_9,Lifelong Learning Book Series,https://doi.org/10.1007/1-4020-5579-x_9,3,
crossref,robot lifelong learning manipulation,lifelong learning for all: the challenge to adults and communities,Skilbeck,2007,10.1007/1-4020-5322-3_6,Lifelong Learning Book Series,https://doi.org/10.1007/1-4020-5322-3_6,3,
crossref,robot lifelong learning manipulation,"lifelong learning, adult education, and democratic values: evoking and shaping an inclusive imagination",Willis,2007,10.1007/978-1-4020-6184-4_20,Lifelong Learning Book Series,https://doi.org/10.1007/978-1-4020-6184-4_20,3,
crossref,robot lifelong learning manipulation,"lifelong learning, family learning and equity",Leicester,2007,10.1007/1-4020-5322-3_15,Lifelong Learning Book Series,https://doi.org/10.1007/1-4020-5322-3_15,3,
crossref,robot lifelong learning manipulation,"lifelong learning, graduate capabilities and workplace learning",Down,2007,10.1007/1-4020-5342-8_10,Lifelong Learning Book Series,https://doi.org/10.1007/1-4020-5342-8_10,3,
crossref,robot lifelong learning manipulation,lifelong learning: beyond neo-liberal imaginary,Rizvi,2007,10.1007/978-1-4020-6193-6_7,Lifelong Learning Book Series,https://doi.org/10.1007/978-1-4020-6193-6_7,3,
crossref,robot lifelong learning manipulation,lifelong learning: concepts and conceptions,Aspin; Chapman,2007,10.1007/978-1-4020-6193-6_1,Lifelong Learning Book Series,https://doi.org/10.1007/978-1-4020-6193-6_1,3,
crossref,robot lifelong learning manipulation,lifelong learning: conceptual and ethical issues,Lawson,2007,10.1007/978-1-4020-6193-6_6,Lifelong Learning Book Series,https://doi.org/10.1007/978-1-4020-6193-6_6,3,
crossref,robot lifelong learning manipulation,"lifelong learning: exploring learning, equity and redress, and access",Higgs; Wyk,2007,10.1007/978-1-4020-6193-6_9,Lifelong Learning Book Series,https://doi.org/10.1007/978-1-4020-6193-6_9,3,
crossref,robot lifelong learning manipulation,lifelong learning: helping address disadvantage through community-based learning projects,Broadbent; Burgess; Boyle,2007,10.1007/1-4020-5322-3_13,Lifelong Learning Book Series,https://doi.org/10.1007/1-4020-5322-3_13,3,
crossref,robot lifelong learning manipulation,mobilizing the lifelong learner,Usher; Edwards,2007,10.1007/1-4020-5579-x_7,Lifelong Learning Book Series,https://doi.org/10.1007/1-4020-5579-x_7,3,
crossref,robot online adaptation manipulation,online affect detection and adaptation in robot assisted rehabilitation for children with autism,Liu; Conn; Sarkar; Stone,2007,10.1109/roman.2007.4415153,RO-MAN 2007 - The 16th IEEE International Symposium on Robot and Human Interactive Communication,https://doi.org/10.1109/roman.2007.4415153,3,
crossref,robot lifelong learning manipulation,reading lifelong learning through a postmodern lens,Usher,2007,10.1007/978-1-4020-6193-6_13,Lifelong Learning Book Series,https://doi.org/10.1007/978-1-4020-6193-6_13,3,
crossref,robot policy drift,rejection of drift disturbances in robot navigation,Mendez; Acosta; Torres; Toledo; Gonzalez,2007,10.23919/ecc.2007.7068794,2007 European Control Conference (ECC),https://doi.org/10.23919/ecc.2007.7068794,3,
crossref,robot lifelong learning manipulation,schools and lifelong learners,Bryce,2007,10.1007/1-4020-5322-3_12,Lifelong Learning Book Series,https://doi.org/10.1007/1-4020-5322-3_12,3,
crossref,robot lifelong learning manipulation,signing power in lifelong learning,Usher; Edwards,2007,10.1007/1-4020-5579-x_5,Lifelong Learning Book Series,https://doi.org/10.1007/1-4020-5579-x_5,3,
crossref,robot lifelong learning manipulation,the ethics of lifelong learning and its implications for values education,Bagnall,2007,10.1007/978-1-4020-6184-4_3,Lifelong Learning Book Series,https://doi.org/10.1007/978-1-4020-6184-4_3,3,
crossref,robot lifelong learning manipulation,the generation in-between: the participation of generation x in lifelong learning,Rymarz,2007,10.1007/1-4020-5322-3_10,Lifelong Learning Book Series,https://doi.org/10.1007/1-4020-5322-3_10,3,
crossref,robot lifelong learning manipulation,the nature of knowledge and lifelong learning,Barr; Griffiths,2007,10.1007/978-1-4020-6193-6_12,Lifelong Learning Book Series,https://doi.org/10.1007/978-1-4020-6193-6_12,3,
